0.00.278.567 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.279.132 W srv  llama_server: -----------------
0.00.279.140 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.279.141 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.279.141 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.279.141 W srv  llama_server: -----------------
0.00.280.550 I srv    load_model: loading model '/kaggle/input/datasets/devavratpatni/circuit-repro-gguf-qwen32/Qwen3-32B-Q4_K_S.gguf'
0.01.597.419 W load: control-looking token: 128247 '</s>' was not control-type; this is probably a bug in the model. its type will be overridden
2.54.704.199 I cmn          init: llama threadpool init, n_threads = 2
2.55.103.718 I srv    load_model: initializing, n_slots = 1, n_ctx_slot = 16384, kv_unified = 'false'
2.55.119.853 I srv  llama_server: model loaded
2.55.119.871 I srv  llama_server: listening on http://127.0.0.1:8080
2.55.119.871 W srv  llama_server: NOTICE: server default port will be changed to :9931 in a future release
2.55.119.872 W srv  llama_server:         ref: https://github.com/ggml-org/llama.cpp/pull/26508
2.56.760.295 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = -1
6.04.973.262 I slot print_timing: id  0 | task 0 | n_gen =   2130, tg =  11.52 t/s, tg_3s =  11.05 t/s
6.08.042.958 I slot print_timing: id  0 | task 0 | n_gen =   2164, tg =  11.52 t/s, tg_3s =  11.08 t/s
6.11.133.251 I slot print_timing: id  0 | task 0 | n_gen =   2198, tg =  11.51 t/s, tg_3s =  11.00 t/s
6.14.194.665 I slot print_timing: id  0 | task 0 | n_gen =   2232, tg =  11.50 t/s, tg_3s =  11.11 t/s
6.17.260.112 I slot print_timing: id  0 | task 0 | n_gen =   2266, tg =  11.49 t/s, tg_3s =  11.09 t/s
6.20.317.445 I slot print_timing: id  0 | task 0 | n_gen =   2300, tg =  11.49 t/s, tg_3s =  11.12 t/s
6.23.379.680 I slot print_timing: id  0 | task 0 | n_gen =   2334, tg =  11.48 t/s, tg_3s =  11.10 t/s
6.26.431.857 I slot print_timing: id  0 | task 0 | n_gen =   2368, tg =  11.48 t/s, tg_3s =  11.14 t/s
6.29.487.136 I slot print_timing: id  0 | task 0 | n_gen =   2402, tg =  11.47 t/s, tg_3s =  11.13 t/s
6.32.538.417 I slot print_timing: id  0 | task 0 | n_gen =   2436, tg =  11.47 t/s, tg_3s =  11.14 t/s
6.35.607.461 I slot print_timing: id  0 | task 0 | n_gen =   2470, tg =  11.46 t/s, tg_3s =  11.08 t/s
6.38.685.383 I slot print_timing: id  0 | task 0 | n_gen =   2504, tg =  11.46 t/s, tg_3s =  11.05 t/s
6.41.764.226 I slot print_timing: id  0 | task 0 | n_gen =   2538, tg =  11.45 t/s, tg_3s =  11.04 t/s
6.44.847.559 I slot print_timing: id  0 | task 0 | n_gen =   2572, tg =  11.45 t/s, tg_3s =  11.03 t/s
6.47.940.086 I slot print_timing: id  0 | task 0 | n_gen =   2606, tg =  11.44 t/s, tg_3s =  10.99 t/s
6.50.946.869 I slot print_timing: id  0 | task 0 | n_gen =   2639, tg =  11.43 t/s, tg_3s =  10.98 t/s
6.53.948.691 I slot print_timing: id  0 | task 0 | n_gen =   2672, tg =  11.43 t/s, tg_3s =  10.99 t/s
6.56.959.405 I slot print_timing: id  0 | task 0 | n_gen =   2705, tg =  11.42 t/s, tg_3s =  10.96 t/s
6.59.984.579 I slot print_timing: id  0 | task 0 | n_gen =   2738, tg =  11.41 t/s, tg_3s =  10.91 t/s
7.02.997.623 I slot print_timing: id  0 | task 0 | n_gen =   2771, tg =  11.41 t/s, tg_3s =  10.95 t/s
7.06.013.602 I slot print_timing: id  0 | task 0 | n_gen =   2804, tg =  11.40 t/s, tg_3s =  10.94 t/s
7.09.017.060 I slot print_timing: id  0 | task 0 | n_gen =   2837, tg =  11.40 t/s, tg_3s =  10.99 t/s
7.12.024.311 I slot print_timing: id  0 | task 0 | n_gen =   2870, tg =  11.39 t/s, tg_3s =  10.97 t/s
7.15.042.905 I slot print_timing: id  0 | task 0 | n_gen =   2903, tg =  11.39 t/s, tg_3s =  10.93 t/s
7.18.057.932 I slot print_timing: id  0 | task 0 | n_gen =   2936, tg =  11.38 t/s, tg_3s =  10.95 t/s
7.21.084.003 I slot print_timing: id  0 | task 0 | n_gen =   2969, tg =  11.38 t/s, tg_3s =  10.91 t/s
7.24.104.462 I slot print_timing: id  0 | task 0 | n_gen =   3002, tg =  11.37 t/s, tg_3s =  10.93 t/s
7.27.130.130 I slot print_timing: id  0 | task 0 | n_gen =   3035, tg =  11.37 t/s, tg_3s =  10.91 t/s
7.30.163.780 I slot print_timing: id  0 | task 0 | n_gen =   3068, tg =  11.36 t/s, tg_3s =  10.88 t/s
7.33.189.367 I slot print_timing: id  0 | task 0 | n_gen =   3101, tg =  11.36 t/s, tg_3s =  10.91 t/s
7.36.211.282 I slot print_timing: id  0 | task 0 | n_gen =   3134, tg =  11.35 t/s, tg_3s =  10.92 t/s
7.39.235.531 I slot print_timing: id  0 | task 0 | n_gen =   3167, tg =  11.35 t/s, tg_3s =  10.91 t/s
7.42.243.298 I slot print_timing: id  0 | task 0 | n_gen =   3200, tg =  11.34 t/s, tg_3s =  10.97 t/s
7.45.268.271 I slot print_timing: id  0 | task 0 | n_gen =   3233, tg =  11.34 t/s, tg_3s =  10.91 t/s
7.48.296.224 I slot print_timing: id  0 | task 0 | n_gen =   3266, tg =  11.33 t/s, tg_3s =  10.90 t/s
7.51.318.585 I slot print_timing: id  0 | task 0 | n_gen =   3299, tg =  11.33 t/s, tg_3s =  10.92 t/s
7.54.334.612 I slot print_timing: id  0 | task 0 | n_gen =   3332, tg =  11.33 t/s, tg_3s =  10.94 t/s
7.57.349.836 I slot print_timing: id  0 | task 0 | n_gen =   3365, tg =  11.32 t/s, tg_3s =  10.94 t/s
8.00.364.804 I slot print_timing: id  0 | task 0 | n_gen =   3398, tg =  11.32 t/s, tg_3s =  10.95 t/s
8.03.397.988 I slot print_timing: id  0 | task 0 | n_gen =   3431, tg =  11.31 t/s, tg_3s =  10.88 t/s
8.06.433.756 I slot print_timing: id  0 | task 0 | n_gen =   3464, tg =  11.31 t/s, tg_3s =  10.87 t/s
8.09.469.638 I slot print_timing: id  0 | task 0 | n_gen =   3497, tg =  11.30 t/s, tg_3s =  10.87 t/s
8.12.506.508 I slot print_timing: id  0 | task 0 | n_gen =   3530, tg =  11.30 t/s, tg_3s =  10.87 t/s
8.15.542.277 I slot print_timing: id  0 | task 0 | n_gen =   3563, tg =  11.30 t/s, tg_3s =  10.87 t/s
8.18.578.964 I slot print_timing: id  0 | task 0 | n_gen =   3596, tg =  11.29 t/s, tg_3s =  10.87 t/s
8.21.613.751 I slot print_timing: id  0 | task 0 | n_gen =   3629, tg =  11.29 t/s, tg_3s =  10.87 t/s
8.24.654.494 I slot print_timing: id  0 | task 0 | n_gen =   3662, tg =  11.28 t/s, tg_3s =  10.85 t/s
8.27.691.871 I slot print_timing: id  0 | task 0 | n_gen =   3695, tg =  11.28 t/s, tg_3s =  10.86 t/s
8.30.731.258 I slot print_timing: id  0 | task 0 | n_gen =   3728, tg =  11.28 t/s, tg_3s =  10.86 t/s
8.33.768.478 I slot print_timing: id  0 | task 0 | n_gen =   3761, tg =  11.27 t/s, tg_3s =  10.87 t/s
8.36.810.444 I slot print_timing: id  0 | task 0 | n_gen =   3794, tg =  11.27 t/s, tg_3s =  10.85 t/s
8.39.851.289 I slot print_timing: id  0 | task 0 | n_gen =   3827, tg =  11.26 t/s, tg_3s =  10.85 t/s
8.42.893.995 I slot print_timing: id  0 | task 0 | n_gen =   3860, tg =  11.26 t/s, tg_3s =  10.85 t/s
8.45.937.260 I slot print_timing: id  0 | task 0 | n_gen =   3893, tg =  11.26 t/s, tg_3s =  10.84 t/s
8.48.982.457 I slot print_timing: id  0 | task 0 | n_gen =   3926, tg =  11.25 t/s, tg_3s =  10.84 t/s
8.52.028.480 I slot print_timing: id  0 | task 0 | n_gen =   3959, tg =  11.25 t/s, tg_3s =  10.83 t/s
8.54.168.145 I slot print_timing: id  0 | task 0 | prompt eval time =    3448.57 ms /  1406 tokens (    2.45 ms per token,   407.71 tokens per second)
8.54.168.157 I slot print_timing: id  0 | task 0 |        eval time =  353959.16 ms /  3982 tokens (   88.91 ms per token,    11.25 tokens per second)
8.54.168.158 I slot print_timing: id  0 | task 0 |       total time =  357407.73 ms /  5388 tokens
8.54.168.159 I slot print_timing: id  0 | task 0 |    graphs reused =       3965
8.54.168.328 I slot      release: id  0 | task 0 | stop processing: n_tokens = 5387, truncated = 0
10.08.694.887 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 2626641640
10.09.944.282 I slot launch_slot_: id  0 | task 3983 | processing task, is_child = 0
10.22.238.722 I slot print_timing: id  0 | task 3983 | n_gen =    100, tg =  11.53 t/s, tg_3s =  11.64 t/s
10.25.289.616 I slot print_timing: id  0 | task 3983 | n_gen =    135, tg =  11.51 t/s, tg_3s =  11.47 t/s
10.28.311.178 I slot print_timing: id  0 | task 3983 | n_gen =    169, tg =  11.46 t/s, tg_3s =  11.25 t/s
10.31.325.820 I slot print_timing: id  0 | task 3983 | n_gen =    203, tg =  11.43 t/s, tg_3s =  11.28 t/s
10.34.344.819 I slot print_timing: id  0 | task 3983 | n_gen =    237, tg =  11.40 t/s, tg_3s =  11.26 t/s
10.37.385.630 I slot print_timing: id  0 | task 3983 | n_gen =    271, tg =  11.38 t/s, tg_3s =  11.18 t/s
10.40.448.678 I slot print_timing: id  0 | task 3983 | n_gen =    305, tg =  11.34 t/s, tg_3s =  11.10 t/s
10.43.511.077 I slot print_timing: id  0 | task 3983 | n_gen =    339, tg =  11.32 t/s, tg_3s =  11.10 t/s
10.46.522.930 I slot print_timing: id  0 | task 3983 | n_gen =    372, tg =  11.29 t/s, tg_3s =  10.96 t/s
10.49.607.466 I slot print_timing: id  0 | task 3983 | n_gen =    406, tg =  11.26 t/s, tg_3s =  11.02 t/s
10.52.628.941 I slot print_timing: id  0 | task 3983 | n_gen =    439, tg =  11.24 t/s, tg_3s =  10.92 t/s
10.55.658.118 I slot print_timing: id  0 | task 3983 | n_gen =    472, tg =  11.21 t/s, tg_3s =  10.89 t/s
10.58.706.873 I slot print_timing: id  0 | task 3983 | n_gen =    505, tg =  11.19 t/s, tg_3s =  10.82 t/s
11.01.757.640 I slot print_timing: id  0 | task 3983 | n_gen =    538, tg =  11.16 t/s, tg_3s =  10.82 t/s
11.04.816.090 I slot print_timing: id  0 | task 3983 | n_gen =    571, tg =  11.14 t/s, tg_3s =  10.79 t/s
11.07.834.877 I slot print_timing: id  0 | task 3983 | n_gen =    604, tg =  11.13 t/s, tg_3s =  10.93 t/s
11.10.860.225 I slot print_timing: id  0 | task 3983 | n_gen =    637, tg =  11.12 t/s, tg_3s =  10.91 t/s
11.13.885.303 I slot print_timing: id  0 | task 3983 | n_gen =    670, tg =  11.11 t/s, tg_3s =  10.91 t/s
11.16.891.297 I slot print_timing: id  0 | task 3983 | n_gen =    703, tg =  11.10 t/s, tg_3s =  10.98 t/s
11.19.983.512 I slot print_timing: id  0 | task 3983 | n_gen =    737, tg =  11.10 t/s, tg_3s =  11.00 t/s
11.22.995.085 I slot print_timing: id  0 | task 3983 | n_gen =    770, tg =  11.09 t/s, tg_3s =  10.96 t/s
11.25.999.871 I slot print_timing: id  0 | task 3983 | n_gen =    803, tg =  11.08 t/s, tg_3s =  10.98 t/s
11.29.090.694 I slot print_timing: id  0 | task 3983 | n_gen =    837, tg =  11.08 t/s, tg_3s =  11.00 t/s
11.32.175.647 I slot print_timing: id  0 | task 3983 | n_gen =    871, tg =  11.08 t/s, tg_3s =  11.02 t/s
11.35.242.373 I slot print_timing: id  0 | task 3983 | n_gen =    905, tg =  11.08 t/s, tg_3s =  11.09 t/s
11.38.315.800 I slot print_timing: id  0 | task 3983 | n_gen =    939, tg =  11.08 t/s, tg_3s =  11.06 t/s
11.41.377.376 I slot print_timing: id  0 | task 3983 | n_gen =    973, tg =  11.08 t/s, tg_3s =  11.11 t/s
11.44.442.900 I slot print_timing: id  0 | task 3983 | n_gen =   1007, tg =  11.08 t/s, tg_3s =  11.09 t/s
11.47.510.887 I slot print_timing: id  0 | task 3983 | n_gen =   1041, tg =  11.08 t/s, tg_3s =  11.08 t/s
11.50.593.278 I slot print_timing: id  0 | task 3983 | n_gen =   1075, tg =  11.08 t/s, tg_3s =  11.03 t/s
11.53.675.192 I slot print_timing: id  0 | task 3983 | n_gen =   1109, tg =  11.08 t/s, tg_3s =  11.03 t/s
11.56.757.385 I slot print_timing: id  0 | task 3983 | n_gen =   1143, tg =  11.08 t/s, tg_3s =  11.03 t/s
11.59.757.405 I slot print_timing: id  0 | task 3983 | n_gen =   1176, tg =  11.07 t/s, tg_3s =  11.00 t/s
12.02.768.193 I slot print_timing: id  0 | task 3983 | n_gen =   1209, tg =  11.07 t/s, tg_3s =  10.96 t/s
12.05.775.970 I slot print_timing: id  0 | task 3983 | n_gen =   1242, tg =  11.07 t/s, tg_3s =  10.97 t/s
12.08.793.629 I slot print_timing: id  0 | task 3983 | n_gen =   1275, tg =  11.06 t/s, tg_3s =  10.94 t/s
12.11.795.140 I slot print_timing: id  0 | task 3983 | n_gen =   1308, tg =  11.06 t/s, tg_3s =  10.99 t/s
12.14.808.747 I slot print_timing: id  0 | task 3983 | n_gen =   1341, tg =  11.06 t/s, tg_3s =  10.95 t/s
12.17.825.530 I slot print_timing: id  0 | task 3983 | n_gen =   1374, tg =  11.06 t/s, tg_3s =  10.94 t/s
12.20.849.055 I slot print_timing: id  0 | task 3983 | n_gen =   1407, tg =  11.05 t/s, tg_3s =  10.91 t/s
12.23.878.188 I slot print_timing: id  0 | task 3983 | n_gen =   1440, tg =  11.05 t/s, tg_3s =  10.89 t/s
12.26.896.360 I slot print_timing: id  0 | task 3983 | n_gen =   1473, tg =  11.05 t/s, tg_3s =  10.93 t/s
12.29.918.355 I slot print_timing: id  0 | task 3983 | n_gen =   1506, tg =  11.04 t/s, tg_3s =  10.92 t/s
12.32.934.783 I slot print_timing: id  0 | task 3983 | n_gen =   1539, tg =  11.04 t/s, tg_3s =  10.94 t/s
12.35.953.935 I slot print_timing: id  0 | task 3983 | n_gen =   1572, tg =  11.04 t/s, tg_3s =  10.93 t/s
12.38.975.824 I slot print_timing: id  0 | task 3983 | n_gen =   1605, tg =  11.04 t/s, tg_3s =  10.92 t/s
12.42.002.872 I slot print_timing: id  0 | task 3983 | n_gen =   1638, tg =  11.03 t/s, tg_3s =  10.90 t/s
12.45.026.602 I slot print_timing: id  0 | task 3983 | n_gen =   1671, tg =  11.03 t/s, tg_3s =  10.91 t/s
12.48.058.961 I slot print_timing: id  0 | task 3983 | n_gen =   1704, tg =  11.03 t/s, tg_3s =  10.88 t/s
12.51.098.316 I slot print_timing: id  0 | task 3983 | n_gen =   1737, tg =  11.03 t/s, tg_3s =  10.86 t/s
12.54.125.875 I slot print_timing: id  0 | task 3983 | n_gen =   1770, tg =  11.02 t/s, tg_3s =  10.90 t/s
12.57.151.424 I slot print_timing: id  0 | task 3983 | n_gen =   1803, tg =  11.02 t/s, tg_3s =  10.91 t/s
13.00.166.577 I slot print_timing: id  0 | task 3983 | n_gen =   1836, tg =  11.02 t/s, tg_3s =  10.94 t/s
13.03.177.176 I slot print_timing: id  0 | task 3983 | n_gen =   1869, tg =  11.02 t/s, tg_3s =  10.96 t/s
13.06.265.598 I slot print_timing: id  0 | task 3983 | n_gen =   1903, tg =  11.02 t/s, tg_3s =  11.01 t/s
13.09.275.134 I slot print_timing: id  0 | task 3983 | n_gen =   1936, tg =  11.02 t/s, tg_3s =  10.97 t/s
13.12.286.260 I slot print_timing: id  0 | task 3983 | n_gen =   1969, tg =  11.02 t/s, tg_3s =  10.96 t/s
13.15.299.152 I slot print_timing: id  0 | task 3983 | n_gen =   2002, tg =  11.02 t/s, tg_3s =  10.95 t/s
13.18.312.970 I slot print_timing: id  0 | task 3983 | n_gen =   2035, tg =  11.01 t/s, tg_3s =  10.95 t/s
13.21.344.646 I slot print_timing: id  0 | task 3983 | n_gen =   2068, tg =  11.01 t/s, tg_3s =  10.89 t/s
13.24.375.621 I slot print_timing: id  0 | task 3983 | n_gen =   2101, tg =  11.01 t/s, tg_3s =  10.89 t/s
13.27.410.848 I slot print_timing: id  0 | task 3983 | n_gen =   2134, tg =  11.01 t/s, tg_3s =  10.87 t/s
13.30.452.370 I slot print_timing: id  0 | task 3983 | n_gen =   2167, tg =  11.01 t/s, tg_3s =  10.85 t/s
13.33.504.508 I slot print_timing: id  0 | task 3983 | n_gen =   2200, tg =  11.00 t/s, tg_3s =  10.81 t/s
13.36.554.015 I slot print_timing: id  0 | task 3983 | n_gen =   2233, tg =  11.00 t/s, tg_3s =  10.82 t/s
13.39.607.706 I slot print_timing: id  0 | task 3983 | n_gen =   2266, tg =  11.00 t/s, tg_3s =  10.81 t/s
13.42.646.311 I slot print_timing: id  0 | task 3983 | n_gen =   2299, tg =  11.00 t/s, tg_3s =  10.86 t/s
13.45.703.481 I slot print_timing: id  0 | task 3983 | n_gen =   2332, tg =  10.99 t/s, tg_3s =  10.79 t/s
13.48.734.928 I slot print_timing: id  0 | task 3983 | n_gen =   2365, tg =  10.99 t/s, tg_3s =  10.89 t/s
13.51.770.425 I slot print_timing: id  0 | task 3983 | n_gen =   2398, tg =  10.99 t/s, tg_3s =  10.87 t/s
13.52.222.148 I slot print_timing: id  0 | task 3983 | prompt eval time =    3705.33 ms /  1296 tokens (    2.86 ms per token,   349.77 tokens per second)
13.52.222.188 I slot print_timing: id  0 | task 3983 |        eval time =  218572.49 ms /  2403 tokens (   91.00 ms per token,    10.99 tokens per second)
13.52.222.191 I slot print_timing: id  0 | task 3983 |       total time =  222277.83 ms /  3699 tokens
13.52.222.193 I slot print_timing: id  0 | task 3983 |    graphs reused =       6357
13.52.222.358 I slot      release: id  0 | task 3983 | stop processing: n_tokens = 3805, truncated = 0
15.43.200.816 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 2924695687
15.44.136.586 I slot launch_slot_: id  0 | task 6387 | processing task, is_child = 0
15.56.217.123 I slot print_timing: id  0 | task 6387 | n_gen =    100, tg =  11.67 t/s, tg_3s =  11.79 t/s
15.59.240.054 I slot print_timing: id  0 | task 6387 | n_gen =    135, tg =  11.65 t/s, tg_3s =  11.58 t/s
16.02.269.368 I slot print_timing: id  0 | task 6387 | n_gen =    170, tg =  11.63 t/s, tg_3s =  11.55 t/s
16.05.309.050 I slot print_timing: id  0 | task 6387 | n_gen =    205, tg =  11.61 t/s, tg_3s =  11.51 t/s
16.08.359.345 I slot print_timing: id  0 | task 6387 | n_gen =    240, tg =  11.59 t/s, tg_3s =  11.47 t/s
16.11.398.042 I slot print_timing: id  0 | task 6387 | n_gen =    275, tg =  11.58 t/s, tg_3s =  11.52 t/s
16.14.458.044 I slot print_timing: id  0 | task 6387 | n_gen =    310, tg =  11.56 t/s, tg_3s =  11.44 t/s
16.17.535.976 I slot print_timing: id  0 | task 6387 | n_gen =    345, tg =  11.54 t/s, tg_3s =  11.37 t/s
16.20.615.699 I slot print_timing: id  0 | task 6387 | n_gen =    380, tg =  11.53 t/s, tg_3s =  11.36 t/s
