0.00.279.622 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.280.086 W srv  llama_server: -----------------
0.00.280.093 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.280.093 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.280.093 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.280.094 W srv  llama_server: -----------------
0.00.281.452 I srv    load_model: loading model '/kaggle/input/datasets/devavratpatni/circuit-repro-gguf-qwen32/Qwen3-32B-Q4_K_S.gguf'
0.01.376.641 W load: control-looking token: 128247 '</s>' was not control-type; this is probably a bug in the model. its type will be overridden
1.35.678.177 I cmn          init: llama threadpool init, n_threads = 2
1.36.086.766 I srv    load_model: initializing, n_slots = 1, n_ctx_slot = 16384, kv_unified = 'false'
1.36.102.687 I srv  llama_server: model loaded
1.36.102.701 I srv  llama_server: listening on http://127.0.0.1:8080
1.36.102.701 W srv  llama_server: NOTICE: server default port will be changed to :9931 in a future release
1.36.102.702 W srv  llama_server:         ref: https://github.com/ggml-org/llama.cpp/pull/26508
1.38.726.501 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = -1
6.12.466.023 I slot print_timing: id  0 | task 0 | n_gen =   3135, tg =  11.60 t/s, tg_3s =  11.36 t/s
6.15.552.639 I slot print_timing: id  0 | task 0 | n_gen =   3170, tg =  11.59 t/s, tg_3s =  11.34 t/s
6.18.637.641 I slot print_timing: id  0 | task 0 | n_gen =   3205, tg =  11.59 t/s, tg_3s =  11.35 t/s
6.21.721.636 I slot print_timing: id  0 | task 0 | n_gen =   3240, tg =  11.59 t/s, tg_3s =  11.35 t/s
6.24.730.517 I slot print_timing: id  0 | task 0 | n_gen =   3274, tg =  11.59 t/s, tg_3s =  11.30 t/s
6.27.818.337 I slot print_timing: id  0 | task 0 | n_gen =   3309, tg =  11.58 t/s, tg_3s =  11.33 t/s
6.30.820.487 I slot print_timing: id  0 | task 0 | n_gen =   3343, tg =  11.58 t/s, tg_3s =  11.33 t/s
6.33.823.567 I slot print_timing: id  0 | task 0 | n_gen =   3377, tg =  11.58 t/s, tg_3s =  11.32 t/s
6.36.826.515 I slot print_timing: id  0 | task 0 | n_gen =   3411, tg =  11.57 t/s, tg_3s =  11.32 t/s
6.39.831.695 I slot print_timing: id  0 | task 0 | n_gen =   3445, tg =  11.57 t/s, tg_3s =  11.31 t/s
6.42.835.389 I slot print_timing: id  0 | task 0 | n_gen =   3479, tg =  11.57 t/s, tg_3s =  11.32 t/s
6.45.845.775 I slot print_timing: id  0 | task 0 | n_gen =   3513, tg =  11.57 t/s, tg_3s =  11.29 t/s
6.48.854.878 I slot print_timing: id  0 | task 0 | n_gen =   3547, tg =  11.56 t/s, tg_3s =  11.30 t/s
6.51.862.808 I slot print_timing: id  0 | task 0 | n_gen =   3581, tg =  11.56 t/s, tg_3s =  11.30 t/s
6.54.872.920 I slot print_timing: id  0 | task 0 | n_gen =   3615, tg =  11.56 t/s, tg_3s =  11.30 t/s
6.57.879.607 I slot print_timing: id  0 | task 0 | n_gen =   3649, tg =  11.56 t/s, tg_3s =  11.31 t/s
7.00.884.081 I slot print_timing: id  0 | task 0 | n_gen =   3683, tg =  11.55 t/s, tg_3s =  11.32 t/s
7.03.889.740 I slot print_timing: id  0 | task 0 | n_gen =   3717, tg =  11.55 t/s, tg_3s =  11.31 t/s
7.06.895.509 I slot print_timing: id  0 | task 0 | n_gen =   3751, tg =  11.55 t/s, tg_3s =  11.31 t/s
7.07.434.540 I slot print_timing: id  0 | task 0 | prompt eval time =    3498.46 ms /  1368 tokens (    2.56 ms per token,   391.03 tokens per second)
7.07.434.552 I slot print_timing: id  0 | task 0 |        eval time =  325209.48 ms /  3757 tokens (   86.58 ms per token,    11.55 tokens per second)
7.07.434.553 I slot print_timing: id  0 | task 0 |       total time =  328707.94 ms /  5125 tokens
7.07.434.554 I slot print_timing: id  0 | task 0 |    graphs reused =       3741
7.07.434.679 I slot      release: id  0 | task 0 | stop processing: n_tokens = 5124, truncated = 0
8.52.361.154 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 1242087477
8.53.567.903 I slot launch_slot_: id  0 | task 3758 | processing task, is_child = 0
9.05.591.972 I slot print_timing: id  0 | task 3758 | n_gen =    100, tg =  11.75 t/s, tg_3s =  11.87 t/s
9.08.676.956 I slot print_timing: id  0 | task 3758 | n_gen =    136, tg =  11.73 t/s, tg_3s =  11.67 t/s
9.11.715.945 I slot print_timing: id  0 | task 3758 | n_gen =    171, tg =  11.68 t/s, tg_3s =  11.52 t/s
9.14.764.252 I slot print_timing: id  0 | task 3758 | n_gen =    206, tg =  11.65 t/s, tg_3s =  11.48 t/s
9.17.806.061 I slot print_timing: id  0 | task 3758 | n_gen =    241, tg =  11.63 t/s, tg_3s =  11.51 t/s
9.20.846.269 I slot print_timing: id  0 | task 3758 | n_gen =    276, tg =  11.61 t/s, tg_3s =  11.51 t/s
9.23.887.122 I slot print_timing: id  0 | task 3758 | n_gen =    311, tg =  11.60 t/s, tg_3s =  11.51 t/s
9.26.924.878 I slot print_timing: id  0 | task 3758 | n_gen =    346, tg =  11.59 t/s, tg_3s =  11.52 t/s
9.29.953.232 I slot print_timing: id  0 | task 3758 | n_gen =    381, tg =  11.59 t/s, tg_3s =  11.56 t/s
9.32.977.676 I slot print_timing: id  0 | task 3758 | n_gen =    416, tg =  11.59 t/s, tg_3s =  11.57 t/s
9.35.993.572 I slot print_timing: id  0 | task 3758 | n_gen =    451, tg =  11.59 t/s, tg_3s =  11.61 t/s
9.38.998.509 I slot print_timing: id  0 | task 3758 | n_gen =    486, tg =  11.59 t/s, tg_3s =  11.65 t/s
9.41.999.271 I slot print_timing: id  0 | task 3758 | n_gen =    521, tg =  11.60 t/s, tg_3s =  11.66 t/s
9.45.070.503 I slot print_timing: id  0 | task 3758 | n_gen =    557, tg =  11.61 t/s, tg_3s =  11.72 t/s
9.48.137.848 I slot print_timing: id  0 | task 3758 | n_gen =    593, tg =  11.61 t/s, tg_3s =  11.74 t/s
9.51.197.922 I slot print_timing: id  0 | task 3758 | n_gen =    629, tg =  11.62 t/s, tg_3s =  11.76 t/s
9.54.256.686 I slot print_timing: id  0 | task 3758 | n_gen =    665, tg =  11.63 t/s, tg_3s =  11.77 t/s
9.57.322.753 I slot print_timing: id  0 | task 3758 | n_gen =    701, tg =  11.64 t/s, tg_3s =  11.74 t/s
10.00.385.435 I slot print_timing: id  0 | task 3758 | n_gen =    737, tg =  11.64 t/s, tg_3s =  11.75 t/s
10.03.452.384 I slot print_timing: id  0 | task 3758 | n_gen =    773, tg =  11.65 t/s, tg_3s =  11.74 t/s
10.06.516.845 I slot print_timing: id  0 | task 3758 | n_gen =    809, tg =  11.65 t/s, tg_3s =  11.75 t/s
10.09.586.767 I slot print_timing: id  0 | task 3758 | n_gen =    845, tg =  11.65 t/s, tg_3s =  11.73 t/s
10.12.658.111 I slot print_timing: id  0 | task 3758 | n_gen =    881, tg =  11.66 t/s, tg_3s =  11.72 t/s
10.15.735.555 I slot print_timing: id  0 | task 3758 | n_gen =    917, tg =  11.66 t/s, tg_3s =  11.70 t/s
10.18.743.704 I slot print_timing: id  0 | task 3758 | n_gen =    952, tg =  11.66 t/s, tg_3s =  11.64 t/s
10.21.750.844 I slot print_timing: id  0 | task 3758 | n_gen =    987, tg =  11.66 t/s, tg_3s =  11.64 t/s
10.24.764.727 I slot print_timing: id  0 | task 3758 | n_gen =   1022, tg =  11.66 t/s, tg_3s =  11.61 t/s
10.27.780.166 I slot print_timing: id  0 | task 3758 | n_gen =   1057, tg =  11.65 t/s, tg_3s =  11.61 t/s
10.30.795.498 I slot print_timing: id  0 | task 3758 | n_gen =   1092, tg =  11.65 t/s, tg_3s =  11.61 t/s
10.33.809.091 I slot print_timing: id  0 | task 3758 | n_gen =   1127, tg =  11.65 t/s, tg_3s =  11.61 t/s
10.36.825.422 I slot print_timing: id  0 | task 3758 | n_gen =   1162, tg =  11.65 t/s, tg_3s =  11.60 t/s
10.39.865.725 I slot print_timing: id  0 | task 3758 | n_gen =   1197, tg =  11.65 t/s, tg_3s =  11.51 t/s
10.42.902.453 I slot print_timing: id  0 | task 3758 | n_gen =   1232, tg =  11.64 t/s, tg_3s =  11.53 t/s
10.45.943.764 I slot print_timing: id  0 | task 3758 | n_gen =   1267, tg =  11.64 t/s, tg_3s =  11.51 t/s
10.48.986.939 I slot print_timing: id  0 | task 3758 | n_gen =   1302, tg =  11.63 t/s, tg_3s =  11.50 t/s
10.52.027.466 I slot print_timing: id  0 | task 3758 | n_gen =   1337, tg =  11.63 t/s, tg_3s =  11.51 t/s
10.55.070.260 I slot print_timing: id  0 | task 3758 | n_gen =   1372, tg =  11.63 t/s, tg_3s =  11.50 t/s
10.58.111.370 I slot print_timing: id  0 | task 3758 | n_gen =   1407, tg =  11.62 t/s, tg_3s =  11.51 t/s
11.01.154.846 I slot print_timing: id  0 | task 3758 | n_gen =   1442, tg =  11.62 t/s, tg_3s =  11.50 t/s
11.04.192.998 I slot print_timing: id  0 | task 3758 | n_gen =   1477, tg =  11.62 t/s, tg_3s =  11.52 t/s
11.07.222.681 I slot print_timing: id  0 | task 3758 | n_gen =   1512, tg =  11.62 t/s, tg_3s =  11.55 t/s
11.10.262.592 I slot print_timing: id  0 | task 3758 | n_gen =   1547, tg =  11.62 t/s, tg_3s =  11.51 t/s
11.13.303.984 I slot print_timing: id  0 | task 3758 | n_gen =   1582, tg =  11.61 t/s, tg_3s =  11.51 t/s
11.16.345.656 I slot print_timing: id  0 | task 3758 | n_gen =   1617, tg =  11.61 t/s, tg_3s =  11.51 t/s
11.19.383.297 I slot print_timing: id  0 | task 3758 | n_gen =   1652, tg =  11.61 t/s, tg_3s =  11.52 t/s
11.22.420.577 I slot print_timing: id  0 | task 3758 | n_gen =   1687, tg =  11.61 t/s, tg_3s =  11.52 t/s
11.25.461.943 I slot print_timing: id  0 | task 3758 | n_gen =   1722, tg =  11.61 t/s, tg_3s =  11.51 t/s
11.28.501.256 I slot print_timing: id  0 | task 3758 | n_gen =   1757, tg =  11.60 t/s, tg_3s =  11.52 t/s
11.31.539.184 I slot print_timing: id  0 | task 3758 | n_gen =   1792, tg =  11.60 t/s, tg_3s =  11.52 t/s
11.34.580.374 I slot print_timing: id  0 | task 3758 | n_gen =   1827, tg =  11.60 t/s, tg_3s =  11.51 t/s
11.37.619.780 I slot print_timing: id  0 | task 3758 | n_gen =   1862, tg =  11.60 t/s, tg_3s =  11.52 t/s
11.40.658.788 I slot print_timing: id  0 | task 3758 | n_gen =   1897, tg =  11.60 t/s, tg_3s =  11.52 t/s
11.43.698.747 I slot print_timing: id  0 | task 3758 | n_gen =   1932, tg =  11.60 t/s, tg_3s =  11.51 t/s
11.46.745.729 I slot print_timing: id  0 | task 3758 | n_gen =   1967, tg =  11.59 t/s, tg_3s =  11.49 t/s
11.49.794.150 I slot print_timing: id  0 | task 3758 | n_gen =   2002, tg =  11.59 t/s, tg_3s =  11.48 t/s
11.52.852.998 I slot print_timing: id  0 | task 3758 | n_gen =   2037, tg =  11.59 t/s, tg_3s =  11.44 t/s
11.55.902.155 I slot print_timing: id  0 | task 3758 | n_gen =   2072, tg =  11.59 t/s, tg_3s =  11.48 t/s
11.58.949.523 I slot print_timing: id  0 | task 3758 | n_gen =   2107, tg =  11.59 t/s, tg_3s =  11.49 t/s
12.01.998.949 I slot print_timing: id  0 | task 3758 | n_gen =   2142, tg =  11.58 t/s, tg_3s =  11.48 t/s
12.05.044.412 I slot print_timing: id  0 | task 3758 | n_gen =   2177, tg =  11.58 t/s, tg_3s =  11.49 t/s
12.08.101.478 I slot print_timing: id  0 | task 3758 | n_gen =   2212, tg =  11.58 t/s, tg_3s =  11.45 t/s
12.11.150.542 I slot print_timing: id  0 | task 3758 | n_gen =   2247, tg =  11.58 t/s, tg_3s =  11.48 t/s
12.14.192.479 I slot print_timing: id  0 | task 3758 | n_gen =   2282, tg =  11.58 t/s, tg_3s =  11.51 t/s
12.17.240.472 I slot print_timing: id  0 | task 3758 | n_gen =   2317, tg =  11.58 t/s, tg_3s =  11.48 t/s
12.20.288.006 I slot print_timing: id  0 | task 3758 | n_gen =   2352, tg =  11.57 t/s, tg_3s =  11.48 t/s
12.23.333.628 I slot print_timing: id  0 | task 3758 | n_gen =   2387, tg =  11.57 t/s, tg_3s =  11.49 t/s
12.26.380.546 I slot print_timing: id  0 | task 3758 | n_gen =   2422, tg =  11.57 t/s, tg_3s =  11.49 t/s
12.29.446.476 I slot print_timing: id  0 | task 3758 | n_gen =   2457, tg =  11.57 t/s, tg_3s =  11.42 t/s
12.32.518.615 I slot print_timing: id  0 | task 3758 | n_gen =   2492, tg =  11.57 t/s, tg_3s =  11.39 t/s
12.35.587.334 I slot print_timing: id  0 | task 3758 | n_gen =   2527, tg =  11.56 t/s, tg_3s =  11.41 t/s
12.38.668.880 I slot print_timing: id  0 | task 3758 | n_gen =   2562, tg =  11.56 t/s, tg_3s =  11.36 t/s
12.41.738.697 I slot print_timing: id  0 | task 3758 | n_gen =   2597, tg =  11.56 t/s, tg_3s =  11.40 t/s
12.44.806.442 I slot print_timing: id  0 | task 3758 | n_gen =   2632, tg =  11.56 t/s, tg_3s =  11.41 t/s
12.47.874.974 I slot print_timing: id  0 | task 3758 | n_gen =   2667, tg =  11.56 t/s, tg_3s =  11.41 t/s
12.50.935.504 I slot print_timing: id  0 | task 3758 | n_gen =   2702, tg =  11.55 t/s, tg_3s =  11.44 t/s
12.54.007.596 I slot print_timing: id  0 | task 3758 | n_gen =   2737, tg =  11.55 t/s, tg_3s =  11.39 t/s
12.57.068.710 I slot print_timing: id  0 | task 3758 | n_gen =   2772, tg =  11.55 t/s, tg_3s =  11.43 t/s
13.00.135.602 I slot print_timing: id  0 | task 3758 | n_gen =   2807, tg =  11.55 t/s, tg_3s =  11.41 t/s
13.03.204.047 I slot print_timing: id  0 | task 3758 | n_gen =   2842, tg =  11.55 t/s, tg_3s =  11.41 t/s
13.06.271.513 I slot print_timing: id  0 | task 3758 | n_gen =   2877, tg =  11.55 t/s, tg_3s =  11.41 t/s
13.09.341.455 I slot print_timing: id  0 | task 3758 | n_gen =   2912, tg =  11.54 t/s, tg_3s =  11.40 t/s
13.12.410.643 I slot print_timing: id  0 | task 3758 | n_gen =   2947, tg =  11.54 t/s, tg_3s =  11.40 t/s
13.15.487.423 I slot print_timing: id  0 | task 3758 | n_gen =   2982, tg =  11.54 t/s, tg_3s =  11.38 t/s
13.18.570.591 I slot print_timing: id  0 | task 3758 | n_gen =   3017, tg =  11.54 t/s, tg_3s =  11.35 t/s
13.21.651.683 I slot print_timing: id  0 | task 3758 | n_gen =   3052, tg =  11.54 t/s, tg_3s =  11.36 t/s
13.24.736.890 I slot print_timing: id  0 | task 3758 | n_gen =   3087, tg =  11.53 t/s, tg_3s =  11.34 t/s
13.27.820.429 I slot print_timing: id  0 | task 3758 | n_gen =   3122, tg =  11.53 t/s, tg_3s =  11.35 t/s
13.30.902.345 I slot print_timing: id  0 | task 3758 | n_gen =   3157, tg =  11.53 t/s, tg_3s =  11.36 t/s
13.33.904.396 I slot print_timing: id  0 | task 3758 | n_gen =   3191, tg =  11.53 t/s, tg_3s =  11.33 t/s
13.36.989.503 I slot print_timing: id  0 | task 3758 | n_gen =   3226, tg =  11.53 t/s, tg_3s =  11.34 t/s
13.39.992.977 I slot print_timing: id  0 | task 3758 | n_gen =   3260, tg =  11.52 t/s, tg_3s =  11.32 t/s
13.42.998.749 I slot print_timing: id  0 | task 3758 | n_gen =   3294, tg =  11.52 t/s, tg_3s =  11.31 t/s
13.46.000.496 I slot print_timing: id  0 | task 3758 | n_gen =   3328, tg =  11.52 t/s, tg_3s =  11.33 t/s
13.49.003.450 I slot print_timing: id  0 | task 3758 | n_gen =   3362, tg =  11.52 t/s, tg_3s =  11.32 t/s
