0.00.285.698 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.286.251 W srv  llama_server: -----------------
0.00.286.258 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.286.259 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.286.259 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.286.259 W srv  llama_server: -----------------
0.00.287.684 I srv    load_model: loading model '/tmp/Qwen3-14B-Q4_K_M.gguf'
0.01.326.154 W load: control-looking token: 128247 '</s>' was not control-type; this is probably a bug in the model. its type will be overridden
0.04.479.834 I cmn          init: llama threadpool init, n_threads = 2
0.04.710.577 I srv    load_model: initializing, n_slots = 1, n_ctx_slot = 16384, kv_unified = 'false'
0.04.721.825 I srv  llama_server: model loaded
0.04.721.835 I srv  llama_server: listening on http://127.0.0.1:8080
0.04.721.836 W srv  llama_server: NOTICE: server default port will be changed to :9931 in a future release
0.04.721.836 W srv  llama_server:         ref: https://github.com/ggml-org/llama.cpp/pull/26508
0.05.513.078 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = -1
4.03.800.723 I slot print_timing: id  0 | task 3364 | n_gen =    386, tg =  23.86 t/s, tg_3s =  23.44 t/s
4.06.823.492 I slot print_timing: id  0 | task 3364 | n_gen =    456, tg =  23.75 t/s, tg_3s =  23.16 t/s
4.09.827.570 I slot print_timing: id  0 | task 3364 | n_gen =    525, tg =  23.65 t/s, tg_3s =  22.97 t/s
4.12.867.227 I slot print_timing: id  0 | task 3364 | n_gen =    595, tg =  23.57 t/s, tg_3s =  23.03 t/s
4.15.871.590 I slot print_timing: id  0 | task 3364 | n_gen =    665, tg =  23.54 t/s, tg_3s =  23.30 t/s
4.18.872.098 I slot print_timing: id  0 | task 3364 | n_gen =    735, tg =  23.52 t/s, tg_3s =  23.33 t/s
4.21.892.494 I slot print_timing: id  0 | task 3364 | n_gen =    806, tg =  23.52 t/s, tg_3s =  23.51 t/s
4.24.932.724 I slot print_timing: id  0 | task 3364 | n_gen =    878, tg =  23.53 t/s, tg_3s =  23.68 t/s
4.27.971.561 I slot print_timing: id  0 | task 3364 | n_gen =    950, tg =  23.55 t/s, tg_3s =  23.69 t/s
4.31.004.118 I slot print_timing: id  0 | task 3364 | n_gen =   1022, tg =  23.56 t/s, tg_3s =  23.74 t/s
4.34.029.550 I slot print_timing: id  0 | task 3364 | n_gen =   1094, tg =  23.58 t/s, tg_3s =  23.80 t/s
4.37.049.102 I slot print_timing: id  0 | task 3364 | n_gen =   1166, tg =  23.59 t/s, tg_3s =  23.84 t/s
4.40.075.265 I slot print_timing: id  0 | task 3364 | n_gen =   1238, tg =  23.60 t/s, tg_3s =  23.79 t/s
4.43.106.956 I slot print_timing: id  0 | task 3364 | n_gen =   1310, tg =  23.61 t/s, tg_3s =  23.75 t/s
4.46.134.137 I slot print_timing: id  0 | task 3364 | n_gen =   1382, tg =  23.62 t/s, tg_3s =  23.78 t/s
4.47.814.991 I slot print_timing: id  0 | task 3364 | prompt eval time =    1669.69 ms /  1276 tokens (    1.31 ms per token,   764.21 tokens per second)
4.47.815.025 I slot print_timing: id  0 | task 3364 |        eval time =   60148.10 ms /  1422 tokens (   42.33 ms per token,    23.63 tokens per second)
4.47.815.027 I slot print_timing: id  0 | task 3364 |       total time =   61817.79 ms /  2698 tokens
4.47.815.029 I slot print_timing: id  0 | task 3364 |    graphs reused =       4764
4.47.815.168 I slot      release: id  0 | task 3364 | stop processing: n_tokens = 2806, truncated = 0
6.18.446.633 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 652258421
6.18.850.265 I slot launch_slot_: id  0 | task 4787 | processing task, is_child = 0
6.24.640.085 I slot print_timing: id  0 | task 4787 | n_gen =    100, tg =  24.35 t/s, tg_3s =  24.60 t/s
6.27.681.005 I slot print_timing: id  0 | task 4787 | n_gen =    173, tg =  24.20 t/s, tg_3s =  24.01 t/s
6.30.706.515 I slot print_timing: id  0 | task 4787 | n_gen =    245, tg =  24.08 t/s, tg_3s =  23.80 t/s
6.33.720.950 I slot print_timing: id  0 | task 4787 | n_gen =    316, tg =  23.96 t/s, tg_3s =  23.55 t/s
6.36.724.530 I slot print_timing: id  0 | task 4787 | n_gen =    386, tg =  23.84 t/s, tg_3s =  23.31 t/s
6.39.767.497 I slot print_timing: id  0 | task 4787 | n_gen =    456, tg =  23.71 t/s, tg_3s =  23.00 t/s
6.42.768.545 I slot print_timing: id  0 | task 4787 | n_gen =    525, tg =  23.61 t/s, tg_3s =  22.99 t/s
6.45.797.488 I slot print_timing: id  0 | task 4787 | n_gen =    595, tg =  23.55 t/s, tg_3s =  23.11 t/s
6.48.802.393 I slot print_timing: id  0 | task 4787 | n_gen =    665, tg =  23.52 t/s, tg_3s =  23.30 t/s
6.51.834.406 I slot print_timing: id  0 | task 4787 | n_gen =    736, tg =  23.51 t/s, tg_3s =  23.42 t/s
6.54.846.863 I slot print_timing: id  0 | task 4787 | n_gen =    807, tg =  23.52 t/s, tg_3s =  23.57 t/s
6.57.874.571 I slot print_timing: id  0 | task 4787 | n_gen =    879, tg =  23.54 t/s, tg_3s =  23.78 t/s
7.00.905.096 I slot print_timing: id  0 | task 4787 | n_gen =    951, tg =  23.56 t/s, tg_3s =  23.76 t/s
7.03.932.284 I slot print_timing: id  0 | task 4787 | n_gen =   1023, tg =  23.57 t/s, tg_3s =  23.78 t/s
7.06.955.727 I slot print_timing: id  0 | task 4787 | n_gen =   1095, tg =  23.59 t/s, tg_3s =  23.81 t/s
7.09.981.852 I slot print_timing: id  0 | task 4787 | n_gen =   1167, tg =  23.60 t/s, tg_3s =  23.79 t/s
7.13.018.747 I slot print_timing: id  0 | task 4787 | n_gen =   1239, tg =  23.61 t/s, tg_3s =  23.71 t/s
7.16.048.279 I slot print_timing: id  0 | task 4787 | n_gen =   1311, tg =  23.61 t/s, tg_3s =  23.77 t/s
7.19.079.676 I slot print_timing: id  0 | task 4787 | n_gen =   1383, tg =  23.62 t/s, tg_3s =  23.75 t/s
7.22.109.304 I slot print_timing: id  0 | task 4787 | n_gen =   1455, tg =  23.63 t/s, tg_3s =  23.77 t/s
7.25.142.287 I slot print_timing: id  0 | task 4787 | n_gen =   1527, tg =  23.63 t/s, tg_3s =  23.74 t/s
7.28.175.302 I slot print_timing: id  0 | task 4787 | n_gen =   1599, tg =  23.64 t/s, tg_3s =  23.74 t/s
7.31.203.959 I slot print_timing: id  0 | task 4787 | n_gen =   1671, tg =  23.64 t/s, tg_3s =  23.77 t/s
7.34.214.124 I slot print_timing: id  0 | task 4787 | n_gen =   1742, tg =  23.64 t/s, tg_3s =  23.59 t/s
7.37.216.065 I slot print_timing: id  0 | task 4787 | n_gen =   1813, tg =  23.64 t/s, tg_3s =  23.65 t/s
7.40.225.072 I slot print_timing: id  0 | task 4787 | n_gen =   1884, tg =  23.64 t/s, tg_3s =  23.60 t/s
7.43.246.046 I slot print_timing: id  0 | task 4787 | n_gen =   1955, tg =  23.64 t/s, tg_3s =  23.50 t/s
7.46.278.183 I slot print_timing: id  0 | task 4787 | n_gen =   2026, tg =  23.63 t/s, tg_3s =  23.42 t/s
7.49.313.160 I slot print_timing: id  0 | task 4787 | n_gen =   2097, tg =  23.62 t/s, tg_3s =  23.39 t/s
7.52.347.147 I slot print_timing: id  0 | task 4787 | n_gen =   2168, tg =  23.61 t/s, tg_3s =  23.40 t/s
7.55.357.533 I slot print_timing: id  0 | task 4787 | n_gen =   2238, tg =  23.60 t/s, tg_3s =  23.25 t/s
7.58.371.794 I slot print_timing: id  0 | task 4787 | n_gen =   2308, tg =  23.59 t/s, tg_3s =  23.22 t/s
8.01.389.223 I slot print_timing: id  0 | task 4787 | n_gen =   2378, tg =  23.58 t/s, tg_3s =  23.20 t/s
8.04.411.927 I slot print_timing: id  0 | task 4787 | n_gen =   2448, tg =  23.57 t/s, tg_3s =  23.16 t/s
8.07.448.581 I slot print_timing: id  0 | task 4787 | n_gen =   2518, tg =  23.55 t/s, tg_3s =  23.05 t/s
8.10.483.552 I slot print_timing: id  0 | task 4787 | n_gen =   2588, tg =  23.54 t/s, tg_3s =  23.06 t/s
8.13.516.874 I slot print_timing: id  0 | task 4787 | n_gen =   2658, tg =  23.53 t/s, tg_3s =  23.08 t/s
8.16.555.369 I slot print_timing: id  0 | task 4787 | n_gen =   2728, tg =  23.51 t/s, tg_3s =  23.04 t/s
8.19.594.245 I slot print_timing: id  0 | task 4787 | n_gen =   2798, tg =  23.50 t/s, tg_3s =  23.03 t/s
8.22.631.745 I slot print_timing: id  0 | task 4787 | n_gen =   2868, tg =  23.49 t/s, tg_3s =  23.05 t/s
8.25.665.168 I slot print_timing: id  0 | task 4787 | n_gen =   2938, tg =  23.48 t/s, tg_3s =  23.08 t/s
8.28.707.699 I slot print_timing: id  0 | task 4787 | n_gen =   3008, tg =  23.47 t/s, tg_3s =  23.01 t/s
8.31.748.527 I slot print_timing: id  0 | task 4787 | n_gen =   3078, tg =  23.46 t/s, tg_3s =  23.02 t/s
8.34.783.953 I slot print_timing: id  0 | task 4787 | n_gen =   3148, tg =  23.45 t/s, tg_3s =  23.06 t/s
8.37.821.542 I slot print_timing: id  0 | task 4787 | n_gen =   3218, tg =  23.44 t/s, tg_3s =  23.04 t/s
8.40.822.167 I slot print_timing: id  0 | task 4787 | n_gen =   3287, tg =  23.43 t/s, tg_3s =  23.00 t/s
8.43.823.059 I slot print_timing: id  0 | task 4787 | n_gen =   3356, tg =  23.42 t/s, tg_3s =  22.99 t/s
8.46.865.317 I slot print_timing: id  0 | task 4787 | n_gen =   3426, tg =  23.41 t/s, tg_3s =  23.01 t/s
8.49.866.364 I slot print_timing: id  0 | task 4787 | n_gen =   3495, tg =  23.40 t/s, tg_3s =  22.99 t/s
8.52.869.930 I slot print_timing: id  0 | task 4787 | n_gen =   3564, tg =  23.40 t/s, tg_3s =  22.97 t/s
8.55.871.898 I slot print_timing: id  0 | task 4787 | n_gen =   3633, tg =  23.39 t/s, tg_3s =  22.98 t/s
8.58.876.094 I slot print_timing: id  0 | task 4787 | n_gen =   3702, tg =  23.38 t/s, tg_3s =  22.97 t/s
9.01.888.990 I slot print_timing: id  0 | task 4787 | n_gen =   3771, tg =  23.37 t/s, tg_3s =  22.90 t/s
9.04.910.245 I slot print_timing: id  0 | task 4787 | n_gen =   3840, tg =  23.36 t/s, tg_3s =  22.84 t/s
9.07.930.391 I slot print_timing: id  0 | task 4787 | n_gen =   3909, tg =  23.35 t/s, tg_3s =  22.85 t/s
9.10.951.154 I slot print_timing: id  0 | task 4787 | n_gen =   3978, tg =  23.34 t/s, tg_3s =  22.84 t/s
9.13.981.598 I slot print_timing: id  0 | task 4787 | n_gen =   4047, tg =  23.33 t/s, tg_3s =  22.77 t/s
9.17.011.831 I slot print_timing: id  0 | task 4787 | n_gen =   4116, tg =  23.32 t/s, tg_3s =  22.77 t/s
9.20.041.076 I slot print_timing: id  0 | task 4787 | n_gen =   4185, tg =  23.31 t/s, tg_3s =  22.78 t/s
9.23.079.935 I slot print_timing: id  0 | task 4787 | n_gen =   4254, tg =  23.30 t/s, tg_3s =  22.71 t/s
9.26.080.104 I slot print_timing: id  0 | task 4787 | n_gen =   4322, tg =  23.29 t/s, tg_3s =  22.67 t/s
9.29.081.894 I slot print_timing: id  0 | task 4787 | n_gen =   4390, tg =  23.28 t/s, tg_3s =  22.65 t/s
9.32.087.355 I slot print_timing: id  0 | task 4787 | n_gen =   4458, tg =  23.27 t/s, tg_3s =  22.63 t/s
9.35.101.597 I slot print_timing: id  0 | task 4787 | n_gen =   4526, tg =  23.26 t/s, tg_3s =  22.56 t/s
9.38.118.752 I slot print_timing: id  0 | task 4787 | n_gen =   4594, tg =  23.25 t/s, tg_3s =  22.54 t/s
9.41.134.373 I slot print_timing: id  0 | task 4787 | n_gen =   4662, tg =  23.24 t/s, tg_3s =  22.55 t/s
9.44.149.393 I slot print_timing: id  0 | task 4787 | n_gen =   4730, tg =  23.23 t/s, tg_3s =  22.55 t/s
9.47.176.923 I slot print_timing: id  0 | task 4787 | n_gen =   4798, tg =  23.22 t/s, tg_3s =  22.46 t/s
9.50.206.657 I slot print_timing: id  0 | task 4787 | n_gen =   4866, tg =  23.21 t/s, tg_3s =  22.44 t/s
9.53.231.465 I slot print_timing: id  0 | task 4787 | n_gen =   4934, tg =  23.20 t/s, tg_3s =  22.48 t/s
9.56.255.963 I slot print_timing: id  0 | task 4787 | n_gen =   5002, tg =  23.19 t/s, tg_3s =  22.48 t/s
9.59.291.618 I slot print_timing: id  0 | task 4787 | n_gen =   5070, tg =  23.18 t/s, tg_3s =  22.40 t/s
10.02.325.280 I slot print_timing: id  0 | task 4787 | n_gen =   5138, tg =  23.17 t/s, tg_3s =  22.42 t/s
10.05.361.801 I slot print_timing: id  0 | task 4787 | n_gen =   5206, tg =  23.16 t/s, tg_3s =  22.39 t/s
10.08.393.905 I slot print_timing: id  0 | task 4787 | n_gen =   5274, tg =  23.15 t/s, tg_3s =  22.43 t/s
10.11.430.271 I slot print_timing: id  0 | task 4787 | n_gen =   5342, tg =  23.14 t/s, tg_3s =  22.40 t/s
10.14.467.228 I slot print_timing: id  0 | task 4787 | n_gen =   5410, tg =  23.13 t/s, tg_3s =  22.39 t/s
10.17.504.790 I slot print_timing: id  0 | task 4787 | n_gen =   5478, tg =  23.12 t/s, tg_3s =  22.39 t/s
10.20.548.754 I slot print_timing: id  0 | task 4787 | n_gen =   5546, tg =  23.11 t/s, tg_3s =  22.34 t/s
10.23.552.951 I slot print_timing: id  0 | task 4787 | n_gen =   5613, tg =  23.10 t/s, tg_3s =  22.30 t/s
10.26.558.221 I slot print_timing: id  0 | task 4787 | n_gen =   5680, tg =  23.09 t/s, tg_3s =  22.29 t/s
10.29.559.224 I slot print_timing: id  0 | task 4787 | n_gen =   5747, tg =  23.08 t/s, tg_3s =  22.33 t/s
10.32.571.261 I slot print_timing: id  0 | task 4787 | n_gen =   5814, tg =  23.07 t/s, tg_3s =  22.24 t/s
10.35.587.126 I slot print_timing: id  0 | task 4787 | n_gen =   5881, tg =  23.06 t/s, tg_3s =  22.22 t/s
10.38.602.220 I slot print_timing: id  0 | task 4787 | n_gen =   5948, tg =  23.05 t/s, tg_3s =  22.22 t/s
10.41.617.646 I slot print_timing: id  0 | task 4787 | n_gen =   6015, tg =  23.04 t/s, tg_3s =  22.22 t/s
10.44.642.309 I slot print_timing: id  0 | task 4787 | n_gen =   6082, tg =  23.03 t/s, tg_3s =  22.15 t/s
10.44.733.719 I slot print_timing: id  0 | task 4787 | prompt eval time =    1724.66 ms /  1288 tokens (    1.34 ms per token,   746.81 tokens per second)
10.44.733.730 I slot print_timing: id  0 | task 4787 |        eval time =  264158.74 ms /  6084 tokens (   43.43 ms per token,    23.03 tokens per second)
10.44.733.732 I slot print_timing: id  0 | task 4787 |       total time =  265883.40 ms /  7372 tokens
10.44.733.732 I slot print_timing: id  0 | task 4787 |    graphs reused =      10822
10.44.733.897 I slot      release: id  0 | task 4787 | stop processing: n_tokens = 7480, truncated = 0
12.15.819.472 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 1009177138
12.16.885.736 I slot launch_slot_: id  0 | task 10872 | processing task, is_child = 0
12.22.722.148 I slot print_timing: id  0 | task 10872 | n_gen =    100, tg =  23.94 t/s, tg_3s =  24.18 t/s
12.25.766.944 I slot print_timing: id  0 | task 10872 | n_gen =    172, tg =  23.81 t/s, tg_3s =  23.65 t/s
12.28.793.373 I slot print_timing: id  0 | task 10872 | n_gen =    243, tg =  23.71 t/s, tg_3s =  23.46 t/s
12.31.800.578 I slot print_timing: id  0 | task 10872 | n_gen =    313, tg =  23.61 t/s, tg_3s =  23.28 t/s
12.34.839.537 I slot print_timing: id  0 | task 10872 | n_gen =    383, tg =  23.50 t/s, tg_3s =  23.03 t/s
12.37.858.666 I slot print_timing: id  0 | task 10872 | n_gen =    452, tg =  23.40 t/s, tg_3s =  22.85 t/s
12.40.900.349 I slot print_timing: id  0 | task 10872 | n_gen =    522, tg =  23.35 t/s, tg_3s =  23.01 t/s
12.43.920.349 I slot print_timing: id  0 | task 10872 | n_gen =    592, tg =  23.33 t/s, tg_3s =  23.18 t/s
12.46.956.954 I slot print_timing: id  0 | task 10872 | n_gen =    663, tg =  23.33 t/s, tg_3s =  23.38 t/s
12.49.982.294 I slot print_timing: id  0 | task 10872 | n_gen =    734, tg =  23.35 t/s, tg_3s =  23.47 t/s
12.52.986.055 I slot print_timing: id  0 | task 10872 | n_gen =    805, tg =  23.37 t/s, tg_3s =  23.64 t/s
12.56.014.514 I slot print_timing: id  0 | task 10872 | n_gen =    877, tg =  23.40 t/s, tg_3s =  23.77 t/s
12.59.048.275 I slot print_timing: id  0 | task 10872 | n_gen =    949, tg =  23.43 t/s, tg_3s =  23.73 t/s
13.02.067.725 I slot print_timing: id  0 | task 10872 | n_gen =   1021, tg =  23.46 t/s, tg_3s =  23.85 t/s
13.05.078.157 I slot print_timing: id  0 | task 10872 | n_gen =   1093, tg =  23.49 t/s, tg_3s =  23.92 t/s
13.08.081.280 I slot print_timing: id  0 | task 10872 | n_gen =   1165, tg =  23.52 t/s, tg_3s =  23.98 t/s
13.11.101.639 I slot print_timing: id  0 | task 10872 | n_gen =   1237, tg =  23.54 t/s, tg_3s =  23.84 t/s
13.14.122.928 I slot print_timing: id  0 | task 10872 | n_gen =   1309, tg =  23.55 t/s, tg_3s =  23.83 t/s
13.17.144.135 I slot print_timing: id  0 | task 10872 | n_gen =   1381, tg =  23.57 t/s, tg_3s =  23.83 t/s
13.20.173.204 I slot print_timing: id  0 | task 10872 | n_gen =   1453, tg =  23.58 t/s, tg_3s =  23.77 t/s
13.23.204.900 I slot print_timing: id  0 | task 10872 | n_gen =   1525, tg =  23.58 t/s, tg_3s =  23.75 t/s
13.26.238.634 I slot print_timing: id  0 | task 10872 | n_gen =   1597, tg =  23.59 t/s, tg_3s =  23.73 t/s
13.29.275.418 I slot print_timing: id  0 | task 10872 | n_gen =   1669, tg =  23.60 t/s, tg_3s =  23.71 t/s
13.32.279.573 I slot print_timing: id  0 | task 10872 | n_gen =   1740, tg =  23.60 t/s, tg_3s =  23.63 t/s
13.35.289.032 I slot print_timing: id  0 | task 10872 | n_gen =   1811, tg =  23.60 t/s, tg_3s =  23.59 t/s
13.38.301.374 I slot print_timing: id  0 | task 10872 | n_gen =   1882, tg =  23.60 t/s, tg_3s =  23.57 t/s
13.41.325.480 I slot print_timing: id  0 | task 10872 | n_gen =   1953, tg =  23.59 t/s, tg_3s =  23.48 t/s
13.44.358.288 I slot print_timing: id  0 | task 10872 | n_gen =   2024, tg =  23.59 t/s, tg_3s =  23.41 t/s
13.47.395.402 I slot print_timing: id  0 | task 10872 | n_gen =   2095, tg =  23.58 t/s, tg_3s =  23.38 t/s
13.50.397.565 I slot print_timing: id  0 | task 10872 | n_gen =   2165, tg =  23.57 t/s, tg_3s =  23.32 t/s
13.53.411.254 I slot print_timing: id  0 | task 10872 | n_gen =   2235, tg =  23.56 t/s, tg_3s =  23.23 t/s
13.56.433.727 I slot print_timing: id  0 | task 10872 | n_gen =   2305, tg =  23.55 t/s, tg_3s =  23.16 t/s
13.59.462.013 I slot print_timing: id  0 | task 10872 | n_gen =   2375, tg =  23.53 t/s, tg_3s =  23.12 t/s
14.02.490.815 I slot print_timing: id  0 | task 10872 | n_gen =   2445, tg =  23.52 t/s, tg_3s =  23.11 t/s
14.05.528.691 I slot print_timing: id  0 | task 10872 | n_gen =   2515, tg =  23.51 t/s, tg_3s =  23.04 t/s
